Num;NAME;RAJD;DECJD;P0;P1;DM;TAU_SC;
783;J1342+2822C;205.54833333;28.37722222;0.002166;*;26.50;*;
784;J1342+2822D;205.54250000;28.37666667;0.005443;*;26.36;*;
785;J1342+2822E;205.54833333;28.37722222;0.005470;*;26.54;*;
786;J1342+2822F;205.54833333;28.37722222;0.004400;*;26.47;*;
787;J1343+6634;205.99691667;66.57362500;1.394104;1.09e-15;30.03;*;
788;J1344-5855;206.22104167;-58.92354722;0.252398;2.91e-15;294.10;*;
789;J1344-6059;206.16500000;-60.99194444;0.540102;4.30e-17;435.00;*;
790;J1345-6115;206.43512500;-61.25850000;1.253085;3.25e-15;278.10;*;
791;J1346-4918;206.59312500;-49.30200000;0.299625;3.50e-17;74.42;*;
792;J1347-5947;206.83075000;-59.79438889;0.609962;1.42e-14;293.40;*;
793;J1348-6307;207.17666667;-63.11777778;0.927772;3.79e-15;597.00;*;
794;J1349-6130;207.40258333;-61.50475556;0.259365;5.12e-15;283.87;0.01;
795;J1349-63;207.32500000;-63.93333333;0.373034;*;478.00;*;
796;J1350-5115;207.56732917;-51.25682222;0.295700;7.58e-16;90.39;*;
797;J1352-6803;208.14354167;-68.06030556;0.628903;1.23e-15;214.60;*;
798;J1354+2454;208.51666667;24.90166667;6.270000;*;20.00;*;
799;J1354-6249;208.64583333;-62.82500000;2.951938;1.48e-14;254.00;*;
800;B1352-51;208.99455000;-51.89831944;0.644305;2.81e-15;112.10;*;
801;J1355-5747;208.90395833;-57.78750000;2.038674;7.15e-16;229.00;*;
802;J1355-5925;208.99629167;-59.41691667;1.213381;5.99e-15;354.80;*;
803;J1355-6206;208.83891667;-62.10558333;0.276603;3.10e-18;547.00;*;
804;J1356-5521;209.21065833;-55.35360000;0.507380;7.24e-16;174.17;*;
805;B1353-62;209.35416667;-62.46666667;0.455761;*;416.70;*;
806;J1357-6429;209.26012500;-64.49172222;0.166108;3.60e-13;128.50;*;
807;J1358-2533;209.67500000;-25.55000000;0.912971;*;31.27;*;
808;B1356-60;209.99270000;-60.63543056;0.127508;6.33e-15;293.74;0.00;
809;J1400-1431;210.15418172;-14.52973479;0.003084;7.23e-21;4.93;*;
810;J1400-6325;210.19037500;-63.42850000;0.031182;3.89e-14;563.00;*;
811;B1358-63;210.46854167;-63.96166667;0.842805;1.68e-14;98.00;*;
812;B1359-51;210.73333333;-50.36194444;1.380182;5.41e-15;51.00;*;
813;J1403-0314;210.92083333;-3.25777778;0.362634;*;31.00;*;
814;J1403-6310;210.80833333;-63.17416667;0.399170;9.00e-17;305.00;*;
815;J1403-7646;210.76708333;-76.78263889;1.306198;1.20e-15;100.60;*;
816;J1404+1159;211.15411250;11.98777778;2.650439;1.38e-15;18.50;*;
817;J1405-4656;211.33927292;-46.93397500;0.007602;2.79e-20;13.88;*;
818;J1405-5641;211.30170833;-56.69005556;0.617575;1.20e-15;273.00;*;
819;J1406-4233;211.51995833;-42.55572222;2.436795;6.81e-16;79.70;*;
820;J1406-5806;211.50500000;-58.10888889;0.288349;6.11e-16;229.00;*;
821;J1406-6121;211.70850000;-61.35775000;0.213075;5.47e-14;537.29;0.05;
822;J1407-6048;211.99433333;-60.81633333;0.492344;3.16e-15;575.20;*;
823;J1407-6153;211.98541667;-61.89972222;0.701615;8.85e-15;645.00;*;
824;J1409-6953;212.32041667;-69.89288889;0.528591;8.40e-16;167.63;*;
825;J1410-6132;212.59829583;-61.53559722;0.050052;3.20e-14;961.00;*;
826;J1410-7404;212.53070833;-74.08147778;0.278729;6.74e-18;54.24;*;
827;J1411+2551;212.82860833;25.85233056;0.062453;9.56e-20;12.37;*;
828;J1412-6111;213.24841667;-61.19180556;0.529156;1.91e-15;311.80;*;
829;J1412-6145;213.03179167;-61.75791111;0.315258;9.90e-14;512.48;0.02;
830;J1413-6141;213.29112500;-61.68694444;0.285625;3.33e-13;667.60;0.04;
831;J1413-6222;213.27279167;-62.37438889;0.292408;2.23e-15;808.10;*;
832;B1409-62;213.38048333;-63.12651389;0.394946;7.43e-15;121.98;*;
833;J1414-6802;213.60708333;-68.04944444;4.630188;6.39e-15;153.50;*;
834;J1415-6621;213.88029167;-66.35338889;0.392479;5.80e-16;260.17;*;
835;J1416-5033;214.18583333;-50.55472222;0.794883;1.20e-16;58.50;*;
836;J1416-6037;214.12745833;-60.63319444;0.295580;4.28e-15;289.20;*;
837;J1417-4402;214.37750000;-44.04927778;0.002664;*;55.00;*;
838;J1418-3921;214.70951250;-39.35514167;1.096806;8.89e-16;60.49;*;
839;J1418-5945;214.63458333;-59.75000000;1.672596;2.71e-16;369.00;*;
840;B1417-54;215.12129167;-54.27297222;0.935772;2.32e-16;129.60;*;
841;J1420-5625;215.01275833;-56.43194444;0.034117;6.75e-20;64.48;*;
842;J1420-6048;215.03432083;-60.80456389;0.068180;8.32e-14;360.15;*;
843;J1421-4409;215.33734946;-44.15126472;0.006386;1.24e-20;54.64;*;
844;J1423-6953;215.86162500;-69.89522778;0.333411;1.45e-15;123.98;*;
845;J1424-5556;216.05316667;-55.93719444;0.770375;7.80e-16;198.70;*;
846;J1424-56;216.09583333;-56.67972222;1.427000;*;32.90;*;
847;J1424-5822;216.13387500;-58.38213889;0.366736;3.94e-15;323.90;*;
848;J1424-6438;216.24666667;-64.63611111;1.023504;2.40e-16;248.00;*;
849;J1425-5723;216.40233333;-57.39188889;0.353263;2.20e-17;43.40;*;
850;J1425-5759;216.49629167;-57.98616667;0.707868;7.42e-16;325.00;*;
851;J1425-6210;216.28208333;-62.16802778;0.501730;4.78e-16;430.10;*;
852;J1426+52;216.75000000;52.16666667;0.995800;*;25.37;*;
853;J1427-4158;216.96154167;-41.98230556;0.586486;6.21e-16;65.40;*;
854;B1424-55;217.10933333;-55.51390556;0.570292;2.09e-15;82.40;*;
855;J1429-5935;217.35791667;-59.59969444;0.763915;4.28e-14;456.70;*;
856;J1430-5712;217.56737500;-57.20872222;0.491519;4.69e-14;149.00;*;
857;B1426-66;217.66972917;-66.38487500;0.785443;2.78e-15;65.10;*;
858;J1431-4715;217.93590708;-47.25765944;0.002012;1.41e-20;59.35;*;
859;J1431-5740;217.76456375;-57.66990833;0.004111;6.42e-21;131.38;*;
860;J1431-6328;213.33845833;-63.46905556;0.002772;*;228.27;*;
861;J1432-5032;218.21779167;-50.53813889;2.034989;5.92e-15;113.00;*;
862;J1433-6038;218.30491667;-60.64297222;1.954430;5.63e-15;409.00;*;
863;J1434-5943;218.74295833;-59.72822222;1.072121;2.96e-17;126.00;*;
864;J1434-6006;218.52208333;-60.10805556;0.306368;3.02e-15;332.00;*;
865;J1434-6029;218.66291667;-60.49694444;0.963348;1.03e-15;282.00;*;
866;J1434+7257;218.49890417;72.95736444;0.041741;5.50e-19;12.61;*;
867;J1435-5954;218.75086667;-59.91375000;0.472996;1.55e-15;44.26;*;
868;J1435-6100;218.83448542;-61.01609889;0.009348;2.45e-20;113.78;*;
869;J1437-5959;219.25795833;-59.98372222;0.061696;8.59e-15;549.60;*;
870;J1437-6146;219.31379167;-61.76722222;0.467616;6.33e-15;200.50;*;
871;J1439-5501;219.91559167;-55.02322806;0.028635;1.42e-19;14.56;*;
872;J1439+7655;219.84166667;76.92944444;0.947903;*;22.29;*;
873;B1436-63;220.13025000;-63.74677778;0.459607;1.12e-15;124.20;*;
874;J1441-6137;220.43458333;-61.62333333;1.175840;3.60e-16;166.00;*;
875;J1443-5122;220.86237500;-51.37388889;0.732061;3.38e-16;87.00;*;
876;J1444-5941;221.19375000;-59.68861111;2.760228;8.23e-15;177.10;*;
877;J1444-6026;221.02508333;-60.43594444;4.758576;1.85e-14;367.70;*;
878;J1446-4701;221.64880023;-47.02410614;0.002195;9.81e-21;55.83;*;
879;J1449-5846;222.35595833;-58.77788889;0.463330;8.60e-17;216.60;*;
880;J1452-5851;223.21916667;-58.85366667;0.386643;5.07e-14;260.50;*;
881;J1452-6036;223.21618750;-60.60873056;0.154992;1.45e-15;349.52;*;
882;J1453+1902;223.44049735;19.03669839;0.005792;1.17e-20;14.06;*;
883;B1449-64;223.38610417;-64.22111111;0.179487;2.74e-15;71.25;*;
884;J1454-5846;223.54545000;-58.77631667;0.045249;8.17e-19;116.09;*;
885;J1455-3330;223.94987774;-33.51288526;0.007987;2.43e-20;13.57;*;
886;J1455-59;223.77500000;-59.38333333;0.176191;*;498.00;*;
887;J1456-48;224.00000000;-48.00000000;0.536810;*;133.00;*;
888;B1451-68;223.99967917;-68.72763889;0.263377;9.89e-17;8.61;0.00;
889;B1454-51;224.41705417;-51.38191667;1.748308;5.30e-15;37.00;*;
890;J1457-5900;224.41250000;-59.01416667;1.498637;3.66e-15;175.00;*;
891;J1457-5902;224.38291667;-59.03444444;0.390739;1.23e-14;477.20;*;
892;J1501-0046;225.43731583;-0.77320000;0.464037;2.39e-16;22.26;*;
893;J1501-5637;225.46250000;-56.63000000;0.782949;1.70e-16;258.00;*;
894;J1502+28;225.53750000;28.21666667;3.784000;*;14.00;*;
895;J1502+4653;225.58262500;46.89094444;1.752508;1.72e-16;26.60;*;
896;J1502-5653;225.73912083;-56.89422500;0.535504;1.83e-15;194.00;*;
897;J1502-5828;225.68250000;-58.47833333;0.668105;3.64e-14;584.00;*;
898;J1502-6128;225.62433333;-61.48063889;0.842104;1.35e-15;256.50;*;
899;J1502-6752;225.57756250;-67.87132194;0.026744;3.15e-19;152.24;*;
900;J1503+2111;225.97750000;21.18591667;3.314002;1.40e-16;3.26;*;
901;J1504-5621;226.20475000;-56.35888889;0.412985;5.53e-15;148.60;*;
902;J1504-5659;226.13327917;-56.98872222;1.672372;1.43e-15;454.20;*;
903;J1505-25;226.25000000;-25.00000000;0.999000;*;44.70;*;
904;B1503-51;226.66458333;-51.96944444;0.840739;6.37e-15;61.00;*;
905;B1504-43;226.89239583;-43.86779167;0.286758;1.58e-15;48.70;*;
906;J1507-5800;226.76460000;-58.01561111;0.897254;2.60e-16;429.50;*;
907;B1503-66;226.95264167;-66.68273889;0.355656;1.15e-15;129.80;*;
908;B1508+55;227.35679083;55.52566500;0.739682;5.00e-15;19.62;0.00;
909;J1509-5850;227.36315000;-58.84889167;0.088925;9.17e-15;142.10;*;
910;J1509-6015;227.28125000;-60.25516667;0.339038;2.12e-15;423.60;*;
911;B1507-44;227.70375000;-44.36861111;0.943871;6.10e-16;84.00;*;
912;J1511-5414;227.96368750;-54.24453333;0.200384;4.85e-16;84.76;*;
913;J1511-5835;227.77916667;-58.59111111;0.301511;3.44e-16;329.40;0.02;
914;J1512-5431;228.02375000;-54.52194444;2.040532;1.92e-15;219.00;*;
915;B1508-57;228.17933333;-57.99994444;0.128699;6.85e-15;627.47;0.01;
916;J1513-2550;228.34716912;-25.84202361;0.002119;2.16e-20;46.88;*;
917;J1513-5739;228.49579167;-57.65038889;0.973458;2.75e-14;469.70;*;
918;B1509-58;228.48254583;-59.13600000;0.151582;1.53e-12;252.50;*;
919;J1513-5946;228.43658333;-59.77552778;1.046117;8.53e-15;171.70;*;
920;J1513-6013;228.47508333;-60.22402778;1.958737;1.37e-15;322.70;*;
921;B1510-48;228.56067917;-48.57221389;0.454840;9.26e-16;51.50;*;
922;J1514-4946;228.57964208;-49.77097667;0.003589;1.86e-20;31.01;*;
923;J1514-5316;228.66733333;-53.26730556;0.296279;1.60e-18;27.10;*;
924;J1514-5925;228.74625000;-59.42875000;0.148797;2.88e-15;192.51;0.02;
925;J1515-5720;228.78845833;-57.34726389;0.286648;6.09e-15;480.60;*;
926;J1516-43;229.13458333;-43.33333333;0.036022;*;70.30;*;
927;J1517-313;229.46250000;-31.33333333;0.140668;*;51.00;*;
928;J1517-314;229.46250000;-31.33333333;1.103726;*;61.70;*;
929;J1517-32;229.25416667;-32.43472222;0.064402;*;25.30;*;
930;J1517-4356;229.36391667;-43.93830556;0.650837;2.16e-16;87.78;*;
931;J1517-4636;229.37240000;-46.60016667;0.886612;2.10e-15;127.00;*;
932;B1516+02A;229.63882333;2.09098611;0.005554;4.12e-20;30.08;*;
933;B1516+02B;229.63107500;2.08763056;0.007947;-3.33e-21;29.47;*;
934;J1518+0204C;229.63662039;2.07994869;0.002484;2.61e-20;29.31;*;
935;J1518+0204D;229.63833333;2.08111111;0.002988;*;29.30;*;
936;J1518+0204E;229.64166667;2.08277778;0.003182;*;29.30;*;
937;J1518+0204F;229.63833333;2.08111111;0.002650;*;29.40;*;
938;J1518-0627;229.74629333;-6.45213889;0.794997;4.18e-16;27.96;*;
939;J1518-3952;229.73736667;-39.87508333;0.499196;2.37e-16;102.40;*;
940;J1518+4904;229.56999618;49.07618089;0.040935;2.72e-20;11.61;*;
941;J1518-5415;229.55625000;-54.26250000;0.214925;4.06e-17;167.20;*;
942;J1519-5734;229.94829167;-57.57044444;0.518758;4.27e-15;654.70;0.12;
943;J1519-6106;229.89920833;-61.11516667;2.154307;8.37e-15;221.00;*;
944;J1519-6308;229.78983333;-63.13875000;1.254052;5.96e-15;250.00;*;
945;J1522-5525;230.52791667;-55.42152778;1.389605;3.30e-15;79.00;*;
946;B1518-58;230.67601667;-58.48411528;0.395354;2.06e-15;199.90;0.00;
947;J1523-3235;230.90708333;-32.59502778;1.504835;9.53e-16;72.30;*;
948;J1524-5625;231.20775000;-56.42316667;0.078219;3.90e-14;152.20;*;
949;J1524-5706;231.08925000;-57.10962222;1.116174;3.56e-13;832.00;*;
950;J1524-5819;231.10270833;-58.32058333;0.961043;1.26e-13;406.60;*;
951;J1525-5417;231.36812500;-54.28888889;1.011694;1.62e-14;235.00;*;
952;J1525-5523;231.40026667;-55.39088889;0.355156;8.96e-18;124.70;*;
953;J1525-5545;231.36722500;-55.76384500;0.011360;1.31e-19;126.96;*;
954;J1525-5605;231.42270833;-56.08694444;0.280349;1.16e-16;333.50;*;
955;J1526-5633;231.67166667;-56.56194444;0.301888;1.23e-16;329.00;*;
956;B1524-39;231.99511667;-39.52616667;2.417605;1.91e-14;48.80;*;
957;B1523-55;231.91972500;-55.86898667;1.048719;1.13e-14;370.06;0.00;
958;J1528-3146;232.14564250;-31.76856556;0.060822;2.49e-19;18.16;*;
959;J1528-4109;232.03347083;-41.15800000;0.526556;3.96e-16;89.50;*;
960;J1528-5547;232.16325000;-55.78972222;3.467302;7.75e-15;269.00;*;
961;J1529-26;232.25000000;-26.00000000;0.799000;*;44.60;*;
962;J1529-3828;232.31294417;-38.47940278;0.008486;2.70e-20;73.66;*;
963;J1529+40;232.30000000;40.81666667;0.476400;*;6.61;*;
964;J1529-5355;232.49000000;-53.92666667;0.891265;8.10e-16;292.00;*;
965;J1529-5611;232.39916667;-56.19138889;0.822249;4.10e-15;149.00;*;
966;J1530-21;232.50000000;-21.00000000;0.505000;*;38.05;*;
967;J1530-5327;232.61205000;-53.46556111;0.278958;4.68e-15;49.60;*;
968;J1530-6343;232.69836667;-63.72044444;0.910320;8.25e-16;206.00;*;
969;J1531-4012;232.78354167;-40.20858333;0.356849;9.63e-17;106.65;*;
970;J1531-5610;232.86625417;-56.18203611;0.084206;1.38e-14;110.41;*;
971;B1530+27;233.04318583;27.76378417;1.124836;7.80e-16;14.69;0.00;
972;J1532-5308;233.14791667;-53.13500000;0.443825;6.50e-17;181.00;*;
973;J1532-56;233.07500000;-56.53333333;0.522977;*;282.00;*;
974;J1534-4428;233.71666667;-44.46927778;1.221426;1.80e-16;137.30;*;
975;J1534-46;233.53333333;-46.23333333;0.364835;*;64.40;*;
976;B1530-53;233.53449167;-53.57212778;1.368882;1.43e-15;24.82;*;
977;B1530-539;233.63995833;-54.09436111;0.289689;1.54e-15;190.82;*;
978;J1535-4114;233.82112500;-41.23419444;0.432866;4.07e-15;66.28;*;
979;J1535-4415;233.98300000;-44.25233333;0.468402;4.05e-17;110.70;*;
980;J1535-5450;233.99275000;-54.84055556;0.566734;1.43e-14;219.80;*;
981;J1535-5848;233.81983333;-58.80769444;0.307178;2.72e-15;107.00;*;
982;J1536+17;234.06250000;17.81666667;0.933300;*;28.00;*;
983;J1536-30;234.00000000;-30.00000000;1.901000;*;63.60;*;
984;J1536-3602;234.07242500;-36.04966667;1.319759;7.90e-16;86.80;*;
985;J1536-4948;234.09675379;-49.81519111;0.003080;2.12e-20;38.00;*;
986;J1536-5433;234.02008333;-54.55416667;0.881438;1.91e-15;147.50;*;
987;J1536-5907;234.07383333;-59.11766667;0.557841;1.37e-15;316.00;*;
988;B1534+12;234.29150721;11.93206496;0.037904;2.42e-18;11.62;*;
989;J1537-4912;234.36750000;-49.20083333;0.301311;1.93e-15;69.70;*;
990;J1537-5153;234.31554167;-51.88500000;1.528124;4.17e-15;93.00;*;
991;J1537-5312;234.40706108;-53.20696028;0.006927;1.59e-20;117.69;*;
992;J1537-5645;234.46250000;-56.75111111;0.430464;2.78e-15;707.00;*;
993;J1538+2345;234.52529167;23.75111111;3.449385;6.89e-15;14.91;*;
994;J1538-5438;234.70395833;-54.63805556;0.276726;1.42e-15;136.90;*;
995;J1538-5519;234.67012500;-55.32944444;0.395731;4.10e-17;611.00;*;
996;J1538-5551;234.68756667;-55.86026389;0.104676;3.21e-15;602.67;0.02;
997;J1538-5621;234.68037500;-56.36541667;1.908494;7.31e-15;150.00;*;
998;J1538-5638;234.52375000;-56.63666667;0.843980;7.12e-15;546.00;*;
999;J1538-5732;234.57575000;-57.54147222;0.341213;4.55e-15;152.70;*;
1000;J1538-5750;234.53504167;-57.83808333;0.506568;4.20e-17;91.00;*;
1001;J1539-4828;234.92016667;-48.48250000;1.272842;1.27e-15;117.00;*;
1002;J1539-5521;234.78320833;-55.35311111;1.004958;7.28e-16;380.00;*;
1003;B1535-56;234.80858333;-56.44063889;0.243395;4.85e-15;175.85;*;
1004;J1539-6322;234.85291667;-63.38144444;1.630846;2.02e-16;163.50;*;
1005;J1540-5736;235.24591667;-57.61583333;0.612916;4.21e-16;304.50;*;
1006;J1541+47;235.27308333;47.05095833;0.277701;2.10e-16;19.40;*;
1007;J1541-5535;235.45666667;-55.58361111;0.295838;7.50e-14;426.10;*;
1008;J1542-5034;235.68883333;-50.56768333;0.599248;4.02e-15;91.00;*;
1009;J1542-5133;235.58304167;-51.55972222;1.783865;5.89e-16;186.00;*;
1010;J1542-5303;235.72712500;-53.06138889;1.207568;7.78e-14;265.70;*;
1011;B1540-06;235.87557208;-6.34592556;0.709064;8.80e-16;18.30;0.00;
1012;B1541+09;235.91177083;9.48787194;0.748448;4.32e-16;34.98;0.00;
1013;J1543-5013;235.99270833;-50.23277778;0.644255;1.01e-14;211.00;*;
1014;J1543-5149;235.93395750;-51.83185694;0.002057;1.62e-20;50.98;*;
1015;J1543-5459;235.98512500;-54.98750000;0.377138;5.21e-14;344.99;0.04;
1016;J1544-0713;236.09802917;-7.23306111;0.484130;1.14e-15;30.73;*;
1017;J1544+4937;236.01869675;49.63201514;0.002159;2.93e-21;23.23;*;
1018;B1541-52;236.24928917;-53.14637583;0.178554;6.03e-17;35.16;*;
1019;J1545-4550;236.48310608;-45.84375766;0.003575;5.25e-20;68.39;*;
1020;J1546-3747A;236.51433333;-37.78613889;0.002606;*;92.17;*;
1021;J1546-5302;236.53083333;-53.03972222;0.580840;1.18e-14;287.00;*;
1022;J1546-5925;236.62227333;-59.42913083;0.007797;1.61e-20;168.50;*;
1023;J1547-0944;236.94190833;-9.73550000;1.576925;2.94e-15;37.42;*;
1024;J1547-5709;236.85052000;-57.15488053;0.004291;7.45e-21;95.72;*;
1025;J1547-5750;236.87750000;-57.84150000;0.647198;2.56e-17;148.00;*;
1026;J1547-5839;236.89579167;-58.65272222;0.242190;5.94e-16;222.30;*;
1027;J1548-4821;237.09691667;-48.36380556;0.145655;8.00e-19;126.00;*;
1028;J1548-4927;237.08112500;-49.46122222;0.602738;4.05e-15;141.20;*;
1029;J1548-5607;237.18339583;-56.12619444;0.170938;1.07e-14;314.66;*;
1030;J1549+2113;237.42058750;21.22413889;1.262471;8.54e-16;24.06;*;
1031;J1549-4848;237.33783333;-48.80986111;0.288355;1.41e-14;55.98;*;
1032;J1549-57;237.27083333;-57.36027778;0.737500;*;17.70;*;
1033;J1549-5722;237.44958333;-57.36722222;0.497772;4.70e-17;102.00;*;
1034;J1550-5242;237.51229167;-52.70194444;0.749659;1.78e-14;337.70;*;
1035;J1550-5317;237.52000000;-53.28916667;1.421124;9.35e-16;600.00;*;
1036;J1550-5418;237.72551608;-54.30669836;2.069833;2.32e-11;830.00;*;
1037;J1551-0658;237.78006250;-6.96847222;0.007090;*;21.60;*;
1038;J1551-4424;237.95008333;-44.41166667;0.674060;1.88e-16;66.50;*;
1039;J1551-5310;237.92083333;-53.18347222;0.453448;1.95e-13;491.60;0.13;
1040;J1551-6214;237.90328333;-62.23982500;0.198839;2.28e-17;122.00;*;
1041;J1552-4937;238.05529542;-49.63048444;0.006284;1.90e-20;113.80;*;
1042;J1552+5437;238.22221321;54.61827406;0.002428;2.80e-21;22.90;*;
1043;B1550-54;238.49837500;-54.93506944;1.081347;1.57e-14;210.00;*;
1044;J1554-5209;238.61312500;-52.16063889;0.125230;2.29e-15;130.80;*;
1045;J1554-5512;238.66875000;-55.20916667;3.418039;3.12e-14;450.00;*;
1046;J1555-0515;238.91707083;-5.26594444;0.975410;2.05e-15;23.46;*;
1047;B1552-23;238.88826808;-23.68607516;0.532578;6.94e-16;51.90;*;
1048;J1555-2908;238.91941062;-29.14122867;0.001788;4.45e-20;75.91;*;
1049;B1552-31;238.82480000;-31.57225000;0.518110;6.22e-17;73.05;*;
1050;J1556-5358;239.21458333;-53.98194444;0.994681;1.04e-14;436.00;*;
1051;J1557-4258;239.25107500;-42.97018333;0.329187;3.30e-16;144.50;0.00;
1052;J1557-5151;239.37208333;-51.85233333;0.408155;7.54e-17;464.00;*;
1053;J1558-5419;239.67270833;-54.32388889;0.594575;6.04e-15;657.00;*;
1054;J1558-5756;239.62720833;-57.94058333;1.122342;1.86e-13;127.80;*;
1055;J1558-67;239.58750000;-67.59972222;0.267268;*;105.00;*;
1056;J1559-44;239.75000000;-44.00000000;1.169890;*;122.00;*;
1057;B1556-44;239.92302552;-44.64608383;0.257056;1.02e-15;55.94;*;
1058;B1555-55;239.83625000;-55.76305556;0.957267;1.99e-14;212.90;*;
1059;J1600-3053;240.21626293;-30.89705350;0.003598;9.50e-21;52.33;*;
1060;B1557-50;240.22089583;-50.73925000;0.192605;5.06e-15;262.79;0.01;
1061;B1556-57;240.08291667;-57.85425000;0.194456;2.13e-15;176.55;*;
1062;J1600-5916;240.14583333;-59.28305556;1.247666;8.87e-16;177.00;*;
1063;J1601-50;240.35000000;-50.38333333;0.860777;*;59.00;*;
1064;J1601-5244;240.36375000;-52.73583333;2.559357;7.21e-16;273.00;*;
1065;J1601-5335;240.47837500;-53.59558333;0.288479;6.23e-14;195.20;*;
1066;J1602+3901;240.57850000;39.01716667;0.003708;*;17.26;*;
1067;J1602-4957;240.57583333;-49.95888889;0.819990;1.59e-14;319.00;*;
1068;B1558-50;240.57804167;-51.00169444;0.864286;6.94e-14;170.79;0.00;
1069;J1603-1655;240.78750000;-16.92444444;0.714700;*;63.22;*;
1070;J1603+18;240.89166667;18.85000000;0.503000;*;29.70;*;
1071;J1603-2531;240.77010542;-25.52997222;0.283071;1.59e-15;53.76;*;
1072;B1600-27;240.78359696;-27.22433718;0.778313;3.01e-15;46.20;*;
1073;J1603-3539;240.97373750;-35.66586111;0.141909;1.24e-16;77.50;*;
1074;J1603-5312;240.96200000;-53.21611111;0.839221;4.96e-14;142.00;*;
1075;J1603-5657;240.88108333;-56.96227500;0.496077;2.79e-15;264.07;*;
1076;J1603-7202;240.89864683;-72.04243281;0.014842;1.56e-20;38.05;*;
1077;J1604-3142;241.15227500;-31.70177778;0.883890;2.65e-17;58.30;*;
1078;J1604-44;241.13333333;-44.71666667;1.389200;*;175.00;*;
1079;J1604-4718;241.12254167;-47.31330556;0.527466;4.96e-15;55.10;*;
1080;B1600-49;241.09573333;-49.16610556;0.327419;1.02e-15;140.80;0.00;
1081;J1604-7203;241.12157083;-72.05846111;0.341403;8.40e-17;54.37;*;
1082;J1605-5215;241.32916667;-52.26333333;1.013609;4.75e-15;532.00;*;
1083;B1601-52;241.31777083;-52.95966667;0.658013;2.56e-16;34.90;*;
1084;B1604-00;241.80024917;-0.54486861;0.421816;3.06e-16;10.68;0.00;
1085;J1607-5140;241.95541667;-51.67111111;0.342723;2.54e-15;533.00;*;
1086;J1607-6449;241.95296250;-64.82863333;0.298116;2.49e-17;89.39;*;
1087;J1609-1930;242.27229167;-19.50222222;1.557917;5.09e-16;37.00;*;
1088;J1609-4616;242.42137500;-46.27291667;0.249609;5.01e-16;150.10;*;
1089;J1609-5158;242.36125000;-51.97166667;1.279402;1.30e-14;1069.00;*;
1090;B1607-13;242.67822850;-13.37286409;1.018393;2.30e-16;49.13;*;
1091;J1610-5006;242.68458333;-50.11172222;0.481119;1.36e-14;410.00;0.12;
1092;J1610-5303;242.55341667;-53.06361111;0.786468;2.62e-15;380.10;*;
1093;J1611-01;242.75000000;-1.46666667;1.296870;*;27.21;*;
1094;J1611-29;242.75000000;-29.00000000;0.009600;*;83.03;*;
1095;J1611-4811;242.76125000;-48.19416667;1.296850;1.95e-15;221.00;*;
1096;J1611-4949;242.94429167;-49.83255556;0.666438;5.42e-16;556.80;*;
1097;B1607-52;242.76404167;-52.15614722;0.182495;5.17e-15;127.34;*;
1098;J1611-5847;242.96380417;-58.79509167;0.354550;2.01e-18;79.90;*;
1099;J1612+2008;243.09763333;20.13842500;0.426646;3.73e-17;19.51;*;
1100;J1612-2408;243.10858333;-24.13444444;0.923834;1.57e-15;49.20;*;
1101;J1612-49;243.22500000;-49.45000000;0.192687;*;439.00;*;
1102;J1612-5022;243.11678333;-50.38258333;1.368283;3.40e-17;248.70;*;
1103;J1612-5136;243.00250000;-51.61500000;0.483311;3.78e-15;1173.00;*;
1104;J1612-55;243.02500000;-55.15000000;0.846907;*;312.00;*;
1105;J1612-5805;243.11590000;-58.09144444;0.615520;9.35e-16;171.30;*;
1106;B1609-47;243.37090833;-47.24066944;0.382377;6.34e-16;161.20;0.00;
1107;J1613-5211;243.42691667;-52.18916667;0.457502;1.92e-14;360.10;*;
1108;J1613-5234;243.48954167;-52.57138889;0.655221;6.63e-15;624.00;*;
1109;B1612+07;243.67044377;7.62528291;1.206801;2.36e-15;21.39;0.00;
1110;J1614-2230;243.65211475;-22.50869336;0.003151;9.62e-21;34.48;*;
1111;J1614-23;243.50000000;-23.25000000;0.033500;*;52.40;*;
1112;J1614-3846;243.67716667;-38.77638889;0.464106;9.20e-16;111.00;*;
1113;J1614-3937;243.63011250;-39.62466667;0.407292;1.59e-16;152.44;0.00;
1114;B1610-50;243.54704167;-50.80097222;0.231694;4.95e-13;582.40;0.04;
1115;J1614-5144;243.69041667;-51.74694444;1.534008;7.44e-15;748.00;*;
1116;J1614-5402;243.70991667;-54.04638889;0.572592;2.90e-17;300.00;*;
1117;B1612-29;243.97014552;-29.67104248;2.477568;1.58e-15;44.79;*;
1118;J1615-4958;243.82241667;-49.96722222;0.558258;1.46e-15;240.70;*;
1119;J1615-5444;243.75496250;-54.74233333;0.360958;3.38e-16;312.60;*;
1120;B1611-55;243.91845833;-55.61680556;0.791526;2.00e-15;124.48;*;
1121;J1616-5017;244.12454167;-50.28747222;0.491384;4.66e-14;194.00;*;
1122;J1616-5109;244.12875000;-51.15472222;1.219594;1.91e-14;1160.00;*;
1123;J1616-5208;244.09750000;-52.14666667;1.025831;2.89e-14;488.00;*;
1124;J1617-4216;244.34741667;-42.28305556;3.428466;1.81e-14;163.60;*;
1125;J1617-4608;244.39627083;-46.14347222;0.567080;1.65e-14;321.50;*;
1126;J1617-5055;244.37208333;-50.92033333;0.069357;1.35e-13;467.00;*;
