Num;NAME;RAJD;DECJD;P0;P1;DM;TAU_SC;
2547;J1910+0710;287.55780417;7.17955556;0.538647;2.05e-16;254.10;*;
2548;J1910+0714;287.57748750;7.23661111;2.712423;6.12e-15;124.06;0.00;
2549;J1910+0728;287.59199583;7.47696944;0.325415;8.31e-15;283.70;0.00;
2550;J1910+1017;287.60885000;10.29835833;0.411159;5.42e-15;633.83;*;
2551;J1910+1026;287.70313750;10.44791667;0.531493;2.57e-13;712.80;*;
2552;J1910+1054g;287.50416667;10.90000000;0.003870;*;139.40;*;
2553;J1910+1117g;287.61250000;11.28333333;1.321520;*;296.50;*;
2554;B1907+12;287.55641313;12.52782889;1.441742;8.23e-15;258.64;0.00;
2555;J1910+1256;287.54042290;12.94040385;0.004984;9.68e-21;38.07;*;
2556;J1910+56;287.67500000;56.91666667;0.341900;*;20.75;*;
2557;J1910-5959A;287.92814842;-59.97413969;0.003266;2.95e-21;33.70;*;
2558;J1910-5959B;287.71689833;-59.98357250;0.008358;-7.90e-19;33.28;*;
2559;J1910-5959C;287.77314667;-60.01658333;0.005277;2.16e-21;33.21;*;
2560;J1910-5959D;287.71840125;-59.98485528;0.009035;9.64e-19;33.28;*;
2561;J1910-5959E;287.71732167;-59.98391306;0.004572;-4.34e-19;33.31;*;
2562;J1910-5959F;287.71694167;-59.98591667;0.008485;7.41e-19;33.20;*;
2563;J1911+00;287.95000000;0.61666667;6.940000;*;100.00;*;
2564;B1908+00A;287.79620654;1.03603917;0.003619;-6.58e-21;202.68;*;
2565;J1911+0101B;287.80238542;1.03067778;0.005384;-2.00e-21;196.69;*;
2566;J1911+0751g;287.92916667;7.85000000;0.796910;*;220.70;*;
2567;J1911+0921;287.94369583;9.36577778;0.273707;1.75e-17;340.10;*;
2568;J1911+0925;287.99780000;9.42561111;0.323858;3.55e-15;486.60;0.04;
2569;J1911+0939g;287.90833333;9.65000000;0.365470;*;597.30;*;
2570;J1911+1051;287.92609167;10.85742778;0.190873;1.22e-14;445.21;*;
2571;J1911-1114;287.95534304;-11.23957806;0.003626;1.39e-20;30.97;*;
2572;J1911+1252g;287.86666667;12.86666667;0.027240;*;68.80;*;
2573;J1911+1301;287.88224583;13.02405556;1.010462;1.89e-15;389.00;*;
2574;J1911+1336;287.99808750;13.61527778;0.299992;1.59e-16;323.95;*;
2575;J1911+1347;287.98001448;13.79287662;0.004626;1.69e-20;30.99;*;
2576;J1911+1758;287.98079167;17.97938611;0.460406;1.31e-17;48.98;*;
2577;J1912+0934g;288.17083333;9.56666667;0.897470;*;143.80;*;
2578;J1912-0952;288.05103417;-9.88104111;0.025068;2.86e-20;126.35;*;
2579;B1910+10;288.19304167;10.61155556;0.409349;1.58e-14;147.00;0.00;
2580;J1912+1105g;288.10833333;11.08333333;0.670710;*;150.40;*;
2581;J1912+1417g;288.13333333;14.28333333;0.003170;*;66.60;*;
2582;B1910+20;288.18057958;21.07609056;2.232969;1.02e-14;88.60;*;
2583;J1912+2525;288.07760833;25.41725556;0.621976;2.25e-16;37.85;*;
2584;B1911-04;288.47572292;-4.67991111;0.825936;4.07e-15;89.39;0.00;
2585;J1913+0446;288.46175000;4.76833333;1.616130;2.79e-13;109.10;*;
2586;J1913+0523;288.34467083;5.39966667;0.661997;1.80e-15;333.60;*;
2587;J1913+0618;288.32449417;6.30229917;0.005027;9.61e-21;155.99;*;
2588;J1913+0657;288.38716667;6.95675000;1.257181;2.83e-15;142.00;*;
2589;J1913+0832;288.25208333;8.53475000;0.134409;4.57e-15;355.20;0.02;
2590;J1913+0904;288.33775417;9.07927778;0.163246;1.76e-14;95.30;*;
2591;B1911+09;288.46958333;9.61161111;1.241965;4.32e-16;157.00;*;
2592;J1913+1000;288.26495833;10.00066667;0.837148;1.67e-14;422.00;0.01;
2593;J1913+1011;288.33475417;10.18971389;0.035909;3.37e-15;178.80;0.00;
2594;J1913+1037g;288.47083333;10.61666667;0.434210;*;437.00;*;
2595;J1913+1050;288.39735000;10.84072222;0.190067;1.95e-16;231.10;*;
2596;J1913+1054g;288.27916667;10.90000000;0.450620;*;338.00;*;
2597;J1913+1102;288.37105917;11.03492806;0.027285;1.61e-19;338.96;*;
2598;J1913+11025;288.42797917;11.04966667;0.923872;3.40e-16;626.00;0.05;
2599;J1913+1145;288.43283333;11.75919444;0.306069;5.02e-15;642.00;0.02;
2600;J1913+1330;288.32487500;13.50910556;0.923391;8.68e-15;175.64;*;
2601;B1911+13;288.35146958;14.01459972;0.521473;8.04e-16;145.05;0.00;
2602;J1913+3732;288.36619583;37.53675000;0.851079;1.38e-15;72.33;*;
2603;J1914+0219;288.59914167;2.32994444;0.457527;1.02e-15;236.00;*;
2604;J1914+0625;288.53482917;6.41693611;0.878889;4.53e-16;204.33;*;
2605;J1914+0631;288.57183333;6.53230556;0.693811;3.32e-17;58.00;*;
2606;J1914+0659;288.57352917;7.01972222;0.018512;3.10e-20;225.34;*;
2607;J1914+0805;288.52295000;8.08686111;0.455499;3.02e-17;344.40;*;
2608;J1914+0838;288.61021083;8.64587222;0.440040;5.86e-16;290.70;*;
2609;J1914+1029g;288.59583333;10.48333333;2.484990;*;59.70;*;
2610;J1914+1054g;288.52916667;10.90000000;0.138870;*;418.70;*;
2611;B1911+11;288.54216667;11.36769444;0.600997;6.56e-16;100.00;*;
2612;J1914+1228g;288.72916667;12.46666667;2.277550;*;312.00;*;
2613;J1914+1428;288.72477500;14.47950000;1.159520;2.18e-15;220.90;*;
2614;J1915+0227;288.75884167;2.46326944;0.317306;2.99e-16;191.90;*;
2615;J1915+0639;288.97636250;6.66283611;0.644140;1.84e-15;212.32;*;
2616;J1915+0738;288.85333333;7.64205556;1.542704;3.31e-15;39.00;*;
2617;J1915+0752;288.75808333;7.86922222;2.058314;1.39e-16;105.30;*;
2618;J1915+0832g;288.77500000;8.53333333;2.710090;*;36.20;*;
2619;J1915+0838;288.80779167;8.64991667;0.342777;1.57e-15;358.00;*;
2620;B1913+10;288.87496250;10.16204722;0.404552;1.53e-14;241.69;0.00;
2621;J1915-11;288.75000000;-11.50000000;2.177000;*;91.06;*;
2622;J1915+1145;288.88801292;11.76138333;0.173647;1.53e-17;337.78;*;
2623;J1915+1150;288.81920833;11.84316667;0.100041;1.37e-14;699.83;*;
2624;J1915+1410;288.89756667;14.18097222;0.297494;4.89e-17;273.70;*;
2625;B1913+16;288.86666425;16.10760744;0.059030;8.62e-18;168.77;0.00;
2626;B1913+167;288.82962409;16.78568769;1.616231;4.05e-16;62.57;*;
2627;J1916+0741g;289.07083333;7.68333333;0.011220;*;220.10;*;
2628;J1916+0748;289.21458333;7.80000000;0.541752;1.07e-14;304.00;*;
2629;J1916+0748g;289.25000000;7.80000000;0.867910;*;153.10;*;
2630;J1916+0844;289.07950417;8.73527778;0.439995;2.90e-15;338.01;0.01;
2631;J1916+0852;289.10250000;8.87666667;2.182746;1.31e-14;295.00;*;
2632;B1914+09;289.13476905;9.85721612;0.270254;2.52e-15;60.95;0.00;
2633;J1916+1023;289.15379167;10.38416667;1.618339;6.81e-16;341.80;*;
2634;B1913+105;289.04883333;10.51483333;0.628970;3.40e-17;387.20;0.01;
2635;J1916+1030g;289.19166667;10.50000000;0.349380;*;519.70;*;
2636;J1916+1225;289.08352083;12.43165000;0.227387;2.35e-14;265.31;*;
2637;B1914+13;289.24445833;13.21388889;0.281845;3.66e-15;237.01;0.00;
2638;J1916-2939;289.13625417;-29.65772222;1.248617;1.24e-15;38.34;*;
2639;J1916+3224;289.01445000;32.41102778;1.137450;3.47e-15;84.11;*;
2640;J1917+0743g;289.35833333;7.71666667;0.813470;*;199.50;*;
2641;J1917+0834;289.45355417;8.58184167;2.129665;1.75e-14;29.18;*;
2642;J1917+1046g;289.47916667;10.76666667;0.087730;*;163.10;*;
2643;J1917+1121g;289.36250000;11.35000000;0.510310;*;303.50;*;
2644;J1917+1259g;289.37083333;12.98333333;0.005630;*;117.00;*;
2645;B1915+13;289.41577667;13.89918806;0.194631;7.20e-15;94.54;0.00;
2646;J1917+1411g;289.35833333;14.18333333;0.446460;*;123.40;*;
2647;J1917+17;289.25000000;17.40000000;0.419600;*;40.00;*;
2648;J1917+1737;289.34990000;17.62544444;0.334725;3.24e-16;208.00;*;
2649;B1915+22;289.43428307;22.38021094;0.425897;2.86e-15;134.75;*;
2650;J1918-0642;289.70013634;-6.70969457;0.007646;2.57e-20;26.59;*;
2651;J1918-1052;289.70102917;-10.87955000;0.798693;8.65e-16;62.73;*;
2652;J1918+1311;289.69258333;13.19014167;0.856749;2.26e-15;244.50;*;
2653;J1918+1340g;289.72500000;13.66666667;0.232990;*;575.90;*;
2654;B1916+14;289.59849272;14.75166717;1.181023;2.12e-13;27.20;*;
2655;J1918+1536g;289.59583333;15.60000000;0.109950;*;123.70;*;
2656;J1918+1540g;289.57916667;15.66666667;0.004280;*;271.20;*;
2657;J1918+1541;289.53208333;15.68755556;0.370883;2.54e-15;11.50;*;
2658;J1918+1547g;289.64166667;15.78333333;0.003760;*;64.60;*;
2659;B1917+00;289.96113125;0.36103389;1.272260;7.67e-15;90.31;*;
2660;J1919+0134;289.93175000;1.58236111;1.603984;5.89e-16;191.90;*;
2661;J1919+1314;289.88744167;13.24369444;0.571400;3.79e-15;613.40;*;
2662;J1919+1527g;289.95833333;15.45000000;1.371460;*;697.50;*;
2663;J1919+1645;289.78851250;16.75631111;0.562790;2.16e-16;208.00;*;
2664;J1919+1745;289.93059167;17.75105278;2.081343;1.71e-15;142.30;*;
2665;J1919+2621;289.92088750;26.35818333;0.651512;5.46e-16;96.50;*;
2666;J1920-0950;290.23304167;-9.83361111;1.037824;3.93e-16;93.00;*;
2667;J1920+1040;290.23075000;10.67527778;2.215802;6.48e-15;304.00;*;
2668;J1920+1110;290.05545833;11.18305556;0.509886;1.56e-16;188.40;0.03;
2669;J1920+1515g;290.09166667;15.25000000;1.602760;*;655.50;*;
2670;B1918+26;290.15989412;26.84400048;0.785522;3.44e-17;27.71;*;
2671;J1921+0137;290.37628187;1.62376083;0.002496;1.94e-20;104.93;*;
2672;J1921-05;290.26666667;-5.38333333;2.227590;*;80.70;*;
2673;J1921-0510;290.37270833;-5.16966667;0.794254;6.02e-16;96.60;*;
2674;J1921+0812;290.44876667;8.21440556;0.210648;5.36e-15;84.00;*;
2675;J1921+0921;290.47286250;9.35838889;0.562302;9.58e-15;139.50;*;
2676;J1921+1259g;290.32500000;12.98333333;0.573160;*;366.30;*;
2677;J1921+1340g;290.37500000;13.66666667;4.602940;*;754.90;*;
2678;B1919+14;290.35066643;14.32140937;0.618183;5.60e-15;91.64;0.01;
2679;J1921+1505g;290.35416667;15.08333333;0.611900;*;519.90;*;
2680;J1921+1544;290.44363458;15.73818333;0.143576;9.80e-16;385.00;*;
2681;J1921+1630;290.25059167;16.51550000;0.936448;2.23e-14;194.40;*;
2682;J1921+1929;290.34729458;19.48952750;0.002646;3.82e-20;64.76;*;
2683;B1918+19;290.26583304;19.81240720;0.821035;8.96e-16;153.85;0.00;
2684;B1919+20;290.46498750;20.05577778;0.760681;5.00e-17;101.00;0.00;
2685;B1919+21;290.43672917;21.88395833;1.337302;1.35e-15;12.44;0.00;
2686;J1921+34;290.25000000;34.11666667;1.444000;*;85.00;*;
2687;J1922+1131;290.70945833;11.53291667;0.562074;2.57e-17;335.00;*;
2688;J1922+1733;290.72174167;17.55651944;0.236171;1.34e-14;238.00;*;
2689;B1920+20;290.53336196;20.29925534;1.172763;6.49e-16;203.31;*;
2690;B1920+21;290.72304864;21.17832376;1.077924;8.18e-15;217.09;0.00;
2691;J1922+58;290.50000000;58.46666667;0.529623;*;53.74;*;
2692;J1923-0408;290.79566667;-4.13872222;1.149269;6.80e-17;35.00;*;
2693;J1923+1143g;290.90833333;11.71666667;0.371210;*;260.60;*;
2694;J1923+1521g;290.80000000;15.35000000;1.048760;*;346.00;*;
2695;B1921+17;290.78270833;17.10261111;0.547209;4.30e-17;142.50;*;
2696;J1923+2022g;290.98333333;20.36666667;0.037990;*;175.30;*;
2697;J1923+2515;290.84371759;25.26127254;0.003788;9.56e-21;18.86;*;
2698;J1923+4243;290.81350349;42.72184543;0.595193;2.53e-15;52.99;*;
2699;J1924+1343g;291.08333333;13.71666667;0.005720;*;98.50;*;
2700;J1924+1509g;291.14166667;15.15000000;0.239950;*;296.60;*;
2701;J1924+1510g;291.00833333;15.16666667;0.498630;*;115.60;*;
2702;J1924+1628;291.18370833;16.47713611;0.375082;3.21e-16;541.70;*;
2703;J1924+1631;291.22866667;16.53022222;2.935186;3.64e-13;518.50;*;
2704;J1924+1639;291.01296458;16.66132111;0.158043;2.56e-15;208.00;*;
2705;J1924+1713;291.13548750;17.22583333;0.758433;1.13e-16;536.80;0.04;
2706;J1924+1917;291.10920833;19.29011111;1.277942;1.99e-16;320.30;*;
2707;J1924+1923g;291.08333333;19.38333333;0.689240;*;386.70;*;
2708;J1924+1932g;291.20416667;19.53333333;0.388860;*;280.30;*;
2709;J1924+2027g;291.14166667;20.45000000;0.001950;*;211.70;*;
2710;J1924+2037g;291.14166667;20.61666667;0.684800;*;82.30;*;
2711;B1922+20;291.16666667;20.66750000;0.237790;2.09e-15;226.60;0.00;
2712;J1925+1532g;291.25000000;15.53333333;1.655100;*;145.90;*;
2713;J1925-16;291.27500000;-16.01666667;3.885800;*;88.00;*;
2714;J1925+1629g;291.29166667;16.48333333;0.004110;*;214.10;*;
2715;J1925+1636g;291.45000000;16.60000000;0.049710;*;33.10;*;
2716;J1925+1720;291.36262917;17.34091944;0.075659;1.05e-14;222.30;*;
2717;J1925+19;291.35833333;19.06666667;1.916353;*;328.00;*;
2718;B1923+04;291.60196667;4.52542778;1.074080;2.46e-15;102.24;0.00;
2719;J1926-0652;291.65433750;-6.87852778;1.608816;3.91e-16;85.30;*;
2720;J1926+0737;291.64058333;7.61866667;0.318062;3.75e-16;159.00;*;
2721;J1926-1314;291.72431250;-13.23438889;4.864284;3.64e-14;40.83;*;
2722;B1924+14;291.73844133;14.58203825;1.324922;2.19e-16;211.41;0.00;
2723;J1926+1452g;291.72916667;14.86666667;0.304510;*;298.10;*;
2724;J1926+1614;291.70917500;16.23854722;0.308306;3.35e-17;24.02;*;
2725;J1926+1631g;291.60000000;16.51666667;0.678390;*;195.10;*;
2726;B1924+16;291.68884545;16.80910566;0.579823;1.80e-14;176.88;0.00;
2727;J1926+1857g;291.74583333;18.95000000;0.278730;*;424.20;*;
2728;B1924+19;291.59508333;19.46991667;1.346012;1.43e-15;445.00;0.00;
2729;J1926+2016;291.57526667;20.26698056;0.299072;3.50e-15;247.00;*;
2730;J1927+0911;291.85678333;9.18491667;0.290305;6.35e-17;202.70;*;
2731;J1927+1430g;291.91666667;14.50000000;0.202880;*;207.20;*;
2732;B1925+18;291.79342500;18.86902778;0.482766;1.16e-16;264.50;0.00;
2733;B1925+188;291.85404167;18.94355556;0.298313;2.24e-15;99.00;*;
2734;B1925+22;291.78366667;22.58258333;1.431066;7.71e-16;186.50;*;
2735;J1928-0108;292.07887500;-1.14880556;2.365714;2.80e-15;125.80;*;
2736;J1928+1245;292.18914000;12.76482611;0.003022;1.68e-20;179.23;*;
2737;J1928+1443;292.02829167;14.71980556;1.010739;2.10e-16;101.00;*;
2738;J1928+15;292.08333333;15.21666667;0.403000;*;242.00;*;
2739;J1928+1725;292.21666667;17.42472222;0.289838;*;135.96;*;
2740;J1928+1746;292.17730417;17.77489444;0.068730;1.32e-14;176.68;*;
2741;J1928+1809g;292.02500000;18.15000000;0.294460;*;431.10;*;
2742;J1928+1816g;292.04166667;18.26666667;0.010540;*;346.30;*;
2743;J1928+1839g;292.15833333;18.65000000;2.260910;*;70.00;*;
2744;J1928+1852g;292.02083333;18.86666667;0.792810;*;291.60;*;
2745;J1928+1902g;292.02083333;19.03333333;0.005800;*;28.90;*;
2746;J1928+1915g;292.25000000;19.25000000;0.974350;*;201.00;*;
2747;J1928+1923;292.02151250;19.39203333;0.817330;6.35e-15;476.40;0.05;
2748;J1928+28;292.00000000;28.00000000;1.063000;*;79.20;*;
2749;J1929+00;292.36666667;0.43333333;1.166900;*;42.95;*;
2750;J1929+0132;292.42720137;1.54626750;0.006418;8.56e-21;53.46;*;
2751;J1929+1357;292.29425000;13.95997222;0.866927;3.66e-15;150.70;*;
2752;J1929+16;292.32500000;16.35000000;0.529681;*;12.00;*;
2753;J1929+1615g;292.40000000;16.25000000;0.044600;*;308.70;*;
2754;J1929+1731g;292.26666667;17.51666667;3.995400;*;431.10;*;
2755;B1926+18;292.31991667;18.74986111;1.220470;2.36e-15;112.00;*;
2756;J1929+19;292.38333333;19.08333333;0.339216;*;528.40;*;
2757;J1929+1937g;292.29166667;19.61666667;0.563730;*;458.10;*;
2758;J1929+1955;292.32321375;19.91886389;0.257832;2.56e-15;281.00;*;
2759;J1929+2121;292.26766250;21.35630000;0.723599;2.14e-15;66.00;*;
2760;J1929+3817;292.27922500;38.29930556;0.814215;6.10e-16;93.40;*;
2761;J1929+62;292.25000000;62.26666667;1.456004;*;67.70;*;
2762;J1929+66;292.25000000;66.00000000;0.806000;*;59.60;*;
2763;B1927+13;292.50394583;13.26975000;0.760032;3.66e-15;207.30;0.00;
2764;J1930+1357g;292.55000000;13.95000000;0.323540;*;186.60;*;
2765;J1930+1403g;292.57500000;14.05000000;0.003210;*;150.50;*;
2766;J1930+1408;292.57896917;14.14871944;0.425720;1.90e-18;210.87;*;
2767;J1930+1722;292.62545833;17.38144444;1.609706;8.81e-16;207.00;*;
2768;J1930+1852;292.62554167;18.87058333;0.136855;7.51e-13;307.30;*;
2769;J1930-1852;292.62381500;-18.86285278;0.185520;1.80e-17;42.85;*;
2770;J1930+2441;292.68916017;24.68376778;0.005767;8.65e-21;69.57;*;
2771;J1931-0144;292.88343750;-1.73958333;0.593661;2.93e-17;38.30;*;
2772;J1931+1439;292.91847083;14.66075000;1.779226;6.33e-15;243.00;*;
2773;B1929+15;292.98212500;15.61597222;0.314355;5.01e-15;140.00;0.00;
2774;J1931+1817;292.96974583;18.28354722;0.234131;1.07e-13;465.00;*;
2775;J1931+1952;292.98276667;19.86986111;0.501123;1.01e-16;441.00;*;
2776;J1931+30;292.86666667;30.58333333;0.582126;*;53.00;*;
2777;B1929+10;293.05857083;10.99260556;0.226519;1.16e-15;3.18;0.00;
2778;J1932+1500;293.19294583;15.00616667;1.864332;4.59e-16;90.50;*;
2779;J1932+1756;293.03011542;17.93814167;0.041831;4.32e-19;53.19;*;
2780;B1929+20;293.03343136;20.34622569;0.268217;4.22e-15;211.15;0.00;
2781;B1930+22;293.09475780;22.34763525;0.144470;5.76e-14;218.90;0.00;
2782;J1932-3655;293.02553333;-36.91716111;0.571421;2.86e-16;59.88;*;
2783;J1933+0758;293.33086250;7.96861389;0.437454;2.18e-16;165.02;*;
2784;B1930+13;293.34387083;13.08054722;0.928324;3.18e-16;177.01;*;
2785;J1933+1726;293.34576167;17.44711278;0.021507;4.90e-20;156.90;*;
2786;J1933+1923g;293.49166667;19.38333333;0.371730;*;97.70;*;
2787;J1933+2038g;293.42500000;20.63333333;0.040750;*;302.90;*;
2788;B1931+24;293.40763705;24.61100970;0.813690;8.11e-15;106.03;*;
2789;J1933+5335;293.25458333;53.59527778;2.052574;1.26e-15;33.54;*;
2790;J1933-6211;293.38511117;-62.19635444;0.003543;3.87e-21;11.51;*;
2791;J1934+1926;293.59021250;19.44314167;0.230984;2.68e-18;99.10;*;
2792;J1934+2352;293.69245833;23.88219444;0.178432;1.31e-13;355.80;*;
2793;J1934+5219;293.59950982;52.33265609;0.568442;8.40e-17;71.26;*;
2794;J1935+1159;293.81698333;11.98588889;1.939758;9.48e-16;188.76;*;
2795;B1933+16;293.94927458;16.27777389;0.358738;6.00e-15;158.52;0.00;
2796;J1935+1726;293.76645000;17.44123889;0.004200;*;61.60;*;
2797;B1933+17;293.87487500;17.75338889;0.654408;3.78e-16;214.60;0.00;
2798;J1935+1829;293.92879167;18.49113889;0.843548;2.32e-15;343.90;*;
2799;J1935+2025;293.92475417;20.42780556;0.080118;6.08e-14;182.00;*;
2800;B1933+15;294.00633333;15.61000000;0.967338;4.04e-15;165.00;0.00;
2801;J1936+18;294.01250000;18.08333333;0.058345;*;125.90;*;
2802;J1936+1952g;294.00000000;19.86666667;0.009720;*;325.00;*;
2803;J1936+2036g;294.17083333;20.60000000;0.032920;*;198.80;*;
2804;J1936+2042;294.11425000;20.70125000;1.390723;4.94e-14;197.40;*;
2805;J1936+21;294.04583333;21.15000000;0.642960;*;262.40;*;
2806;J1936+217;294.25000000;21.71666667;0.031582;*;75.00;*;
2807;J1937-00;294.28750000;-0.28333333;0.240100;*;68.60;*;
2808;J1937+1505;294.31795833;15.08861111;2.872774;5.61e-15;237.00;*;
2809;J1937+1658;294.35378546;16.97848694;0.003958;1.32e-20;105.84;*;
2810;B1935+25;294.25522667;25.73706556;0.200980;6.43e-16;53.22;*;
2811;J1937+2950;294.44834583;29.83383333;1.657429;3.48e-15;113.99;*;
2812;J1938+0650;294.47275000;6.83500000;1.121562;5.68e-15;70.80;*;
2813;J1938+14;294.52916667;15.10000000;2.902504;*;75.40;*;
2814;J1938+2010;294.53475000;20.18102778;0.687082;3.40e-15;327.70;*;
2815;J1938+2012;294.66700125;20.21411861;0.002634;7.50e-22;236.91;*;
2816;J1938+2213;294.55908333;22.22018889;0.166116;4.24e-14;93.00;*;
2817;J1938+2659;294.66322917;26.98748889;0.883332;3.23e-15;191.20;*;
2818;J1938+6604;294.73717303;66.07547437;0.022259;1.95e-20;41.24;*;
2819;J1939+10;294.79583333;10.75000000;2.310000;*;90.00;*;
2820;B1937+21;294.91067162;21.58308871;0.001558;1.05e-19;71.02;0.00;
2821;J1939+2352g;294.95416667;23.86666667;2.145340;*;415.50;*;
2822;B1937+24;294.77331993;24.71544632;0.645302;1.83e-14;142.88;*;
2823;J1939+2609;294.92642208;26.16010833;0.466963;5.20e-18;47.30;*;
2824;J1940+0239;295.13750000;2.61138889;1.232240;*;87.20;*;
2825;J1940-0902;295.22720833;-9.03833333;0.978468;1.88e-15;42.30;*;
2826;J1940+2245;295.11518333;22.76295000;0.258912;1.27e-14;222.40;*;
2827;J1940+2337;295.14785833;23.62958333;0.546824;7.68e-14;252.10;*;
2828;J1940-24;295.00000000;-24.00000000;0.098200;*;53.40;*;
2829;J1940-2403;295.12500000;-24.05000000;1.855276;*;63.30;*;
2830;J1940+26;295.05416667;26.01666667;0.004814;*;171.64;*;
2831;J1941+0121;295.31682917;1.36097222;0.217317;1.91e-16;51.87;*;
2832;J1941+1026;295.38472500;10.44044444;0.905394;9.96e-16;138.91;*;
2833;J1941+1341;295.27027917;13.69177778;0.559084;1.24e-15;147.90;*;
2834;J1941+2525;295.33666667;25.41813889;2.306153;1.61e-13;314.40;*;
2835;B1937-26;295.25169583;-26.03493056;0.402858;9.56e-16;50.04;*;
2836;J1941+4320;295.49548169;43.33509027;0.840906;1.15e-15;79.36;*;
2837;J1942+0147;295.61250000;1.83638889;1.405040;*;133.30;*;
2838;B1939+17;295.50429167;17.72452778;0.696262;1.01e-16;190.00;0.00;
2839;J1942-2019;295.70975000;-20.32305556;0.275133;1.23e-17;59.90;*;
2840;J1942+3941;295.59187500;39.69483333;1.353291;7.14e-17;104.50;*;
2841;J1942+8106;295.72783363;81.10481316;0.203558;3.69e-17;40.24;*;
2842;J1943+0609;295.87138333;6.16600000;0.446226;4.66e-16;70.76;*;
2843;B1940-12;295.85617215;-12.62844944;0.972429;1.66e-15;28.92;0.00;
2844;J1943+2210;295.81871250;22.17309750;0.005084;8.79e-21;174.09;*;
2845;J1943+5815;295.84656250;58.26474444;1.270847;4.09e-16;71.00;*;
2846;J1944+0907;296.03887491;9.12306353;0.005185;1.73e-20;24.35;*;
2847;J1944-10;296.00000000;-10.28333333;0.409135;*;31.01;*;
2848;B1941-17;296.02183272;-17.83640601;0.841158;9.86e-16;56.32;*;
2849;B1942+17;296.13250000;17.92844444;1.996899;7.30e-16;175.00;*;
2850;J1944+2236;296.00446125;22.60628333;0.003618;7.46e-21;185.45;*;
2851;B1942-00;296.36832210;-0.68279835;1.045632;5.35e-16;59.71;*;
2852;J1945+07;296.47916667;7.28333333;1.073900;*;62.00;*;
2853;J1945+1211;296.29816667;12.19616667;4.756796;3.78e-15;92.70;*;
2854;B1943+18;296.40041667;18.57225000;1.068708;2.42e-16;217.70;0.00;
2855;J1946-09;296.50000000;-9.00000000;0.091200;*;50.63;*;
2856;J1946-1312;296.74095417;-13.21011111;0.491865;1.99e-15;63.04;*;
2857;J1946+14;296.71666667;14.70000000;2.282440;*;50.30;*;
2858;B1944+17;296.72101667;18.09478889;0.440618;2.41e-17;16.14;0.00;
2859;J1946+2052;296.55887500;20.87351111;0.016960;9.20e-19;93.97;*;
2860;B1944+22;296.60370833;22.74983333;1.334450;8.89e-16;141.50;0.00;
2861;J1946+24;296.50000000;23.96666667;4.729000;*;96.00;*;
2862;J1946+2535;296.70458333;25.59763889;0.515167;5.64e-15;248.81;*;
2863;J1946+2611;296.69087500;26.19700000;0.435060;2.20e-14;165.00;*;
2864;B1943-29;296.71555833;-29.22975000;0.959448;1.49e-15;44.31;*;
2865;J1946+3417;296.60470790;34.28741392;0.003170;3.16e-21;110.18;*;
2866;J1946-5403;296.64373750;-54.06180833;0.002710;*;23.73;*;
2867;J1947+0915;296.94258333;9.25222222;1.480744;4.78e-16;94.00;*;
2868;J1947+10;296.90000000;10.73333333;1.110944;*;149.00;*;
2869;J1947-18;296.87916667;-18.97000000;0.002603;*;25.00;*;
2870;J1947+1957;296.83097917;19.95233056;0.157509;5.23e-16;185.80;*;
2871;J1947+2011g;296.94583333;20.18333333;0.008170;*;127.40;*;
2872;J1947-4215;296.77500000;-42.25000000;1.798069;*;35.00;*;
2873;J1947-43;296.75000000;-43.00000000;0.180940;*;29.90;*;
2874;J1948+1808;297.09220417;18.14170833;0.394354;2.27e-16;256.16;*;
2875;J1948+2333;297.08048750;23.55089722;0.528352;1.36e-14;198.20;*;
2876;J1948+2551;297.07324583;25.86443056;0.196627;9.02e-15;289.27;*;
2877;J1948-27;297.00000000;-27.00000000;0.332000;*;57.85;*;
2878;J1948+2819;297.15995833;28.32223889;0.932693;6.13e-14;303.00;*;
2879;B1946+35;297.10419458;35.66973806;0.717311;7.06e-15;129.37;0.00;
2880;J1949+2306;297.28050000;23.11541667;1.319373;1.23e-16;196.30;*;
2881;J1949+2516g;297.40416667;25.26666667;0.410340;*;425.70;*;
2882;B1946-25;297.35589428;-25.40027268;0.957617;3.27e-15;23.07;*;
2883;J1949+3106;297.37348942;31.10105723;0.013138;9.39e-20;164.13;*;
2884;J1949+3426;297.30696250;34.44274722;0.388539;2.02e-16;228.20;0.00;
2885;J1950+05;297.74166667;5.58333333;0.455934;*;71.00;*;
2886;J1950+2352g;297.73333333;23.86666667;0.319760;*;342.50;*;
2887;J1950+2414;297.68776525;24.24915664;0.004305;1.88e-20;142.08;*;
2888;J1950+2556g;297.51666667;25.93333333;2.038640;*;420.40;*;
2889;J1950+3001;297.72366667;30.02852778;2.788918;1.49e-13;249.00;*;
2890;J1951+1123;297.78437500;11.39033333;5.094083;3.03e-15;31.29;*;
2891;J1951+4724;297.78104167;47.40975000;0.181928;3.01e-14;104.35;*;
2892;B1949+14;298.02564690;14.12482869;0.275026;1.28e-16;31.51;*;
2893;J1952+2513;298.08640833;25.22891667;1.077647;1.06e-15;246.90;*;
2894;J1952+2630;298.15350097;26.50780119;0.020732;4.27e-18;315.32;*;
2895;J1952+2702g;298.07500000;27.03333333;0.004140;*;213.10;*;
2896;J1952+2836g;298.20000000;28.60000000;0.018020;*;313.00;*;
2897;J1952+3021;298.08206667;30.35555556;1.665665;1.08e-14;189.10;*;
